<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.06.18	19:00:00	1.14746	1.14871	1.14605	1.14742	7556	0	9
2025.06.18	20:00:00	1.14740	1.14839	1.14716	1.14785	1828	0	9
2025.06.18	21:00:00	1.14783	1.14809	1.14713	1.14809	802	0	23
2025.06.18	22:00:00	1.14820	1.14887	1.14749	1.14800	1000	0	9
2025.06.18	23:00:00	1.14800	1.14815	1.14706	1.14758	1734	0	9
2025.06.19	00:00:00	1.14756	1.14832	1.14737	1.14808	2667	0	9
2025.06.19	01:00:00	1.14807	1.14817	1.14518	1.14529	3941	0	9
2025.06.19	02:00:00	1.14529	1.14579	1.14502	1.14550	2292	0	9
2025.06.19	03:00:00	1.14552	1.14678	1.14531	1.14653	1728	0	9
2025.06.19	04:00:00	1.14655	1.14689	1.14627	1.14687	1446	0	9
2025.06.19	05:00:00	1.14688	1.14688	1.14505	1.14561	2016	0	9
2025.06.19	06:00:00	1.14560	1.14674	1.14459	1.14662	3255	0	9
2025.06.19	07:00:00	1.14660	1.14765	1.14599	1.14610	3871	0	9
2025.06.19	08:00:00	1.14612	1.14789	1.14561	1.14761	3850	0	9
2025.06.19	09:00:00	1.14763	1.14793	1.14691	1.14750	2960	0	9
2025.06.19	10:00:00	1.14750	1.14789	1.14690	1.14733	2577	0	9
2025.06.19	11:00:00	1.14736	1.14873	1.14672	1.14807	3080	0	9
2025.06.19	12:00:00	1.14807	1.14859	1.14690	1.14772	3058	0	9
2025.06.19	13:00:00	1.14770	1.14841	1.14711	1.14725	3281	0	9
2025.06.19	14:00:00	1.14723	1.14803	1.14614	1.14682	3379	0	9
2025.06.19	15:00:00	1.14682	1.14720	1.14581	1.14598	2475	0	9
2025.06.19	16:00:00	1.14596	1.14613	1.14542	1.14564	1540	0	9
2025.06.19	17:00:00	1.14562	1.14826	1.14549	1.14785	1478	0	9
2025.06.19	18:00:00	1.14785	1.14865	1.14767	1.14847	1221	0	9
2025.06.19	19:00:00	1.14847	1.14996	1.14838	1.14973	1247	0	9
2025.06.19	20:00:00	1.14973	1.14992	1.14917	1.14956	711	0	9
2025.06.19	21:00:00	1.14955	1.14958	1.14896	1.14940	610	0	14
2025.06.19	22:00:00	1.14945	1.14997	1.14912	1.14970	1270	0	9
2025.06.19	23:00:00	1.14972	1.15122	1.14964	1.15112	1610	0	9
2025.06.20	00:00:00	1.15111	1.15234	1.15102	1.15221	2540	0	9
